順位,コード,銘柄名,現在値,出来高,売買代金(百万円)
1,285A,キオクシアホールディングス,57400.0,25359700,1449640
2,9984,ソフトバンクグループ,6757.0,103280800,694465
3,5803,フジクラ,4850.0,105386700,511156
4,5801,古河電気工業,53650.0,4380900,234257
5,6857,アドバンテスト,26845.0,7253600,194706
6,4062,イビデン,19250.0,8690500,163599
7,6981,村田製作所,7130.0,20915700,147386
8,8035,東京エレクトロン,49830.0,2776900,137528
9,8306,三菱ＵＦＪフィナンシャル・グループ,3091.0,40421700,125636
10,6920,レーザーテック,38130.0,2685100,102643
11,6146,ディスコ,65860.0,1537500,101379
12,5706,三井金属,49610.0,1964800,96767
13,3110,日東紡績,25310.0,3594700,91133
14,7011,三菱重工業,3969.0,22773500,90423
15,8411,みずほフィナンシャルグループ,7457.0,12090500,89997
16,7974,任天堂,7240.0,11574300,84225
17,9983,ファーストリテイリング,75510.0,1113300,83529
18,7012,川崎重工業,2971.0,27124000,83089
19,6976,太陽誘電,9102.0,8656600,78637
20,4004,レゾナック・ホールディングス,18010.0,4156900,74558
21,8316,三井住友フィナンシャルグループ,6006.0,12376300,74524
22,6723,ルネサスエレクトロニクス,4044.0,17949000,71852
23,5016,ＪＸ金属,3994.0,17255700,69835
24,5802,住友電気工業,11820.0,5949200,69772
25,6861,キーエンス,79370.0,869400,68991
26,6954,ファナック,8174.0,8458800,68888
27,6501,日立製作所,5002.0,13406000,67665
28,5838,楽天銀行,4847.0,12468500,61854
29,6758,ソニーグループ,3525.0,17093600,59992
30,8766,東京海上ホールディングス,7381.0,7819300,58010
31,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,7221.0,7920200,57039
32,4063,信越化学工業,7034.0,7917200,55336
33,7013,ＩＨＩ,2761.0,19705900,55043
34,6098,リクルートホールディングス,9789.0,5224200,50698
35,7203,トヨタ自動車,2987.0,16498800,49471
36,6762,ＴＤＫ,3370.0,14032900,46569
37,6503,三菱電機,6301.0,6834800,42852
38,8058,三菱商事,5432.0,7695500,41583
39,6506,安川電機,7052.0,5793800,40373
40,8031,三井物産,5580.0,6872100,38156
41,6526,ソシオネクスト,2723.5,13823800,37900
42,6752,パナソニック　ホールディングス,3507.0,10734700,37482
43,8630,ＳＯＭＰＯホールディングス,5676.0,5931000,33627
44,6273,ＳＭＣ,66270.0,510000,33582
45,9432,ＮＴＴ,152.6,199787000,30537
46,4392,ＦＩＧ,1785.0,16191700,29876
47,7741,ＨＯＹＡ,26225.0,1071500,28268
48,3436,ＳＵＭＣＯ,3177.0,8445700,27379
49,6504,富士電機,16280.0,1528400,24897
50,8801,三井不動産,1480.0,16564400,24551
51,6787,メイコー,43450.0,560800,24074
52,7182,ゆうちょ銀行,3104.0,7640800,23971
53,6367,ダイキン工業,24065.0,995200,23797
54,9433,ＫＤＤＩ,2709.5,8599100,23281
55,6361,荏原製作所,5452.0,4302300,23273
56,2914,日本たばこ産業,6134.0,3680600,22672
57,8002,丸紅,5271.0,4239600,22365
58,7267,本田技研工業,1401.0,15918800,22280
59,4755,楽天グループ,781.5,28211700,22130
60,6702,富士通,3307.0,6634300,22000
61,5713,住友金属鉱山,9504.0,2228600,21190
62,7735,ＳＣＲＥＥＮホールディングス,10765.0,1935200,20960
63,8001,伊藤忠商事,1949.5,10555100,20549
64,6701,日本電気,4105.0,4948800,20366
65,6963,ローム,4595.0,4453300,20293
66,2802,味の素,5300.0,3827500,20182
67,8309,三井住友トラストグループ,5614.0,3554400,20035
68,4543,テルモ,2393.5,8227100,19575
69,4502,武田薬品工業,5109.0,3742400,19208
70,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,4245.0,4505700,19108
71,6383,ダイフク,7153.0,2671100,18914
72,8591,オリックス,6230.0,2962300,18445
73,6594,ニデック,2715.0,6701600,18299
74,6315,ＴＯＷＡ,2893.0,6313100,18230
75,9501,東京電力ホールディングス,549.0,32758000,18182
76,6965,浜松ホトニクス,2910.5,6305900,18049
77,8015,豊田通商,6974.0,2521300,17458
78,8802,三菱地所,4058.0,4046200,16468
79,8830,住友不動産,3741.0,4388500,16373
80,3656,ＫＬａｂ,358.0,44604000,16043
81,1605,ＩＮＰＥＸ,3839.0,4170500,15949
82,6971,京セラ,2997.0,5291800,15810
83,8308,りそなホールディングス,2139.5,7337300,15672
84,3003,ヒューリック,1650.0,9466700,15648
85,7751,キヤノン,4203.0,3726500,15559
86,4519,中外製薬,8090.0,1924300,15361
87,6301,小松製作所,6236.0,2444000,15251
88,4568,第一三共,2649.5,5618500,14880
89,4307,野村総合研究所,4697.0,3120600,14587
90,6871,日本マイクロニクス,15180.0,943600,14574
91,8053,住友商事,7131.0,2040400,14519
92,7453,良品計画,3616.0,3955500,14211
93,8697,日本取引所グループ,1980.5,7261200,14208
94,5108,ブリヂストン,3313.0,4250800,14121
95,6902,デンソー,1834.5,7670100,14098
96,4901,富士フイルムホールディングス,3181.0,4339300,13755
97,5201,ＡＧＣ,6495.0,2117200,13714
98,8136,サンリオ,864.8,15843500,13695
99,3853,アステリア,2410.0,5845100,13498
100,4911,資生堂,2682.0,4897600,13283
